species,lat,long,ID,origin
Quillback Rockfish,47.39962,-123.124773,QB50026,New (Liz)
Quillback Rockfish,47.5597,-122.4798333,QB50027,New (Liz)
Quillback Rockfish,47.18563,-124.37435,QB50028,New (Liz)
Quillback Rockfish,47.90553333,-122.6155,QB50029,New (Liz)
Quillback Rockfish,48.67427,-123.03002,QB50030,New (Liz)
Quillback Rockfish,48.408193,-124.664577,QB50031,New (Liz)
Quillback Rockfish,47.912885,-122.621158,QB50032,New (Liz)
Quillback Rockfish,47.24141667,-122.6736333,QB50036,New (Liz)
Quillback Rockfish,47.4133,-123.1202333,QB50039,New (Liz)
Quillback Rockfish,47.38041667,-123.1274333,QB50040,New (Liz)
Quillback Rockfish,47.2382,-122.653,QB50041,New (Liz)
Quillback Rockfish,47.70666667,-122.86445,QB50042,New (Liz)
Quillback Rockfish,47.14608333,-122.6717833,QB50043,New (Liz)
Quillback Rockfish,47.184,-122.614,QB50044,New (Liz)
Quillback Rockfish,47.13091667,-122.6742167,QB50045,New (Liz)
Quillback Rockfish,47.445506,-123.084677,QB50046,New (Liz)
Quillback Rockfish,47.445506,-123.084677,QB50046RE,New (Liz)
Quillback Rockfish,47.640304,-122.888559,QB50047,New (Liz)
Quillback Rockfish,47.41393333,-123.11915,QB50048,New (Liz)
Quillback Rockfish,47.184,-122.614,QB50049,New (Liz)
Quillback Rockfish,47.912885,-122.621158,QB50050,New (Liz)
Quillback Rockfish,47.146,-122.668,QB50051,New (Liz)
Quillback Rockfish,47.63938333,-122.8901667,QB50052,New (Liz)
Quillback Rockfish,47.641055,-122.887432,QB50053,New (Liz)
Quillback Rockfish,48.408193,-124.664577,QB50054,New (Liz)
Quillback Rockfish,47.275049,-122.724583,QB50055,New (Liz)
Quillback Rockfish,47.275049,-122.724583,QB50055RE,New (Liz)
Quillback Rockfish,47.23991667,-122.64985,QB50056,New (Liz)
Quillback Rockfish,47.445225,-123.085318,QB50057,New (Liz)
Quillback Rockfish,47.13668333,-122.6702333,QB50058,New (Liz)
Quillback Rockfish,48.42357,-122.73058,QB50059,New (Liz)
Quillback Rockfish,47.9097,-122.6233333,QB50060,New (Liz)
Quillback Rockfish,47.18286667,-122.61735,QB50061,New (Liz)
Quillback Rockfish,47.60013333,-122.9756167,QB50062,New (Liz)
Quillback Rockfish,47.27296667,-122.7249167,QB50063,New (Liz)
Quillback Rockfish,48.204967,-123.516387,QB50064,New (Liz)
Quillback Rockfish,48.66971,-122.67055,QB50065,New (Liz)
Quillback Rockfish,48.56498333,-125.7918667,QB50066,New (Liz)
Quillback Rockfish,47.124792,-122.687455,QB50067,New (Liz)
Quillback Rockfish,47.124792,-122.687455,QB50067RE,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50068,New (Liz)
Quillback Rockfish,48.55761733,-122.7634025,QB50070,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50071,New (Liz)
Quillback Rockfish,48.48373136,-123.098335,QB50072,New (Liz)
Quillback Rockfish,48.48373136,-123.098335,QB50072RE,New (Liz)
Quillback Rockfish,48.571,-124.7910167,QB50073,New (Liz)
Quillback Rockfish,48.203725,-123.503443,QB50074,New (Liz)
Quillback Rockfish,48.6509836,-123.0859036,QB50075,New (Liz)
Quillback Rockfish,48.64896139,-123.1414966,QB50076,New (Liz)
Quillback Rockfish,48.55454394,-123.0016789,QB50077,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50078,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50078RE,New (Liz)
Quillback Rockfish,48.64917848,-123.1404636,QB50079,New (Liz)
Quillback Rockfish,48.47909315,-123.0864651,QB50080,New (Liz)
Quillback Rockfish,48.408193,-124.664577,QB50081,New (Liz)
Quillback Rockfish,48.54522771,-123.1734485,QB50082,New (Liz)
Quillback Rockfish,48.414,-123.149,QB50083,New (Liz)
Quillback Rockfish,47.13091667,-122.6742167,QB50084,New (Liz)
Quillback Rockfish,47.12577,-122.687631,QB50085,New (Liz)
Quillback Rockfish,47.13091667,-122.6742167,QB50086,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50088,New (Liz)
Quillback Rockfish,48.414,-123.149,QB50090,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50091,New (Liz)
Quillback Rockfish,48.67066667,-125.3187833,QB50092,New (Liz)
Quillback Rockfish,48.408193,-124.664577,QB50093,New (Liz)
Quillback Rockfish,48.73498142,-122.8835902,QB50094,New (Liz)
Quillback Rockfish,48.803,-123.067,QB50095,New (Liz)
Quillback Rockfish,47.1488,-122.6667833,QB50096,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50099,New (Liz)
Quillback Rockfish,47.18286667,-122.61735,QB50100,New (Liz)
Quillback Rockfish,48.571,-124.7910167,QB50101,New (Liz)
Quillback Rockfish,48.92916667,-125.7108,QB50102,New (Liz)
Quillback Rockfish,47.2382,-122.653,QB50103,New (Liz)
Quillback Rockfish,48.571,-124.7910167,QB50104,New (Liz)
Quillback Rockfish,47.13091667,-122.6742167,QB50105,New (Liz)
Quillback Rockfish,48.54491339,-123.1731843,QB50106,New (Liz)
Quillback Rockfish,48.203725,-123.503443,QB50107,New (Liz)
Quillback Rockfish,47.146,-122.668,QB50109,New (Liz)
Quillback Rockfish,48.408193,-124.664577,QB50110,New (Liz)
Quillback Rockfish,48.65085897,-123.0852373,QB50111,New (Liz)
Quillback Rockfish,48.571,-124.7910167,QB50112,New (Liz)
Quillback Rockfish,48.47318114,-123.0753765,QB50113,New (Liz)
Quillback Rockfish,47.13648333,-122.67025,QB50114,New (Liz)
Quillback Rockfish,48.5542178,-122.7607709,QB50115,New (Liz)
Quillback Rockfish,47.445395,-123.085066,QB50116,New (Liz)
Quillback Rockfish,48.47842017,-123.122966,QB50117,New (Liz)
Quillback Rockfish,48.56498333,-125.7918667,QB50118,New (Liz)
Quillback Rockfish,48.803,-123.067,QB50119,New (Liz)
Quillback Rockfish,49.1949,-126.2618167,QB50120,New (Liz)
Quillback Rockfish,49.1949,-126.2618167,QB50120B,New (Liz)
Quillback Rockfish,48.64630231,-123.087954,QB50121,New (Liz)
Quillback Rockfish,48.8836,-125.79825,QB50122,New (Liz)
Quillback Rockfish,48.8836,-125.79825,QB50122B,New (Liz)
Quillback Rockfish,48.6725437,-123.0203485,QB50123,New (Liz)
Quillback Rockfish,48.6725437,-123.0203485,QB50123B,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50124,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50124B,New (Liz)
Quillback Rockfish,48.4124737,-122.8126096,QB50125,New (Liz)
Quillback Rockfish,48.4124737,-122.8126096,QB50125B,New (Liz)
Quillback Rockfish,48.8836,-125.79825,QB50126,New (Liz)
Quillback Rockfish,48.8836,-125.79825,QB50126B,New (Liz)
Quillback Rockfish,48.55722841,-123.0064103,QB50127,New (Liz)
Quillback Rockfish,48.55722841,-123.0064103,QB50127B,New (Liz)
Quillback Rockfish,48.47082323,-123.071591,QB50128,New (Liz)
Quillback Rockfish,48.47082323,-123.071591,QB50128B,New (Liz)
Quillback Rockfish,48.571,-124.7910167,QB50129,New (Liz)
Quillback Rockfish,48.571,-124.7910167,QB50129B,New (Liz)
Quillback Rockfish,48.55497603,-122.7607753,QB50130,New (Liz)
Quillback Rockfish,48.55497603,-122.7607753,QB50130B,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50131,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50131B,New (Liz)
Quillback Rockfish,49.03681667,-126.27585,QB50132,New (Liz)
Quillback Rockfish,49.03681667,-126.27585,QB50132B,New (Liz)
Quillback Rockfish,48.73589111,-123.0391021,QB50133,New (Liz)
Quillback Rockfish,48.73589111,-123.0391021,QB50133B,New (Liz)
Quillback Rockfish,48.55365118,-122.7612928,QB50134,New (Liz)
Quillback Rockfish,48.55365118,-122.7612928,QB50134B,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50135,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50135B,New (Liz)
Quillback Rockfish,48.4837907,-123.0981922,QB50136,New (Liz)
Quillback Rockfish,48.4837907,-123.0981922,QB50136B,New (Liz)
Quillback Rockfish,48.60978333,-125.2310333,QB50137,New (Liz)
Quillback Rockfish,48.60978333,-125.2310333,QB50137B,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50138,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50138B,New (Liz)
Quillback Rockfish,48.48242596,-123.0971799,QB50139,New (Liz)
Quillback Rockfish,48.48242596,-123.0971799,QB50139B,New (Liz)
Quillback Rockfish,48.67066667,-125.3187833,QB50140,New (Liz)
Quillback Rockfish,48.67066667,-125.3187833,QB50140B,New (Liz)
Quillback Rockfish,48.66823557,-122.7451906,QB50141,New (Liz)
Quillback Rockfish,48.66823557,-122.7451906,QB50141B,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50142,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50142B,New (Liz)
Quillback Rockfish,48.47621422,-123.0789068,QB50143,New (Liz)
Quillback Rockfish,48.47621422,-123.0789068,QB50143B,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50144,New (Liz)
Quillback Rockfish,48.65306667,-125.4839833,QB50144B,New (Liz)
Quillback Rockfish,48.55847665,-122.7631785,QB50145,New (Liz)
Quillback Rockfish,48.54627545,-123.1732328,QB50145B,New (Liz)
Quillback Rockfish,48.55812603,-122.7633053,QB50146,New (Liz)
Quillback Rockfish,48.55812603,-122.7633053,QB50146B,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50147,New (Liz)
Quillback Rockfish,48.64363333,-125.5132333,QB50147B,New (Liz)
Quillback Rockfish,48.55812603,-122.7633053,QB50148,New (Liz)
Quillback Rockfish,48.55812603,-122.7633053,QB50148B,New (Liz)
Quillback Rockfish,48.56498333,-125.7918667,QB50149,New (Liz)
Quillback Rockfish,48.56498333,-125.7918667,QB50149B,New (Liz)
Quillback Rockfish,48.5542178,-122.7607709,QB50150,New (Liz)
Quillback Rockfish,48.5542178,-122.7607709,QB50150B,New (Liz)
Quillback Rockfish,49.1949,-126.2618167,QB50151,New (Liz)
Quillback Rockfish,49.1949,-126.2618167,QB50151B,New (Liz)
Quillback Rockfish,48.204967,-123.516387,QB50152,New (Liz)
Quillback Rockfish,47.41393333,-123.11915,QB50152B,New (Liz)
Quillback Rockfish,47.881385,-122.446261,QBD20102,New (Liz)
